event_index,id,name,overload_name,trace_name,start_us,end_us,duration_us,self_cpu_time_total_us,cpu_time_total_us,self_device_time_total_us,device_time_total_us,thread,fwd_thread,device_type,device_index,device_resource_id,node_id,sequence_nr,scope,depth,cpu_parent_id,cpu_children,kernel_count,kernel_names,kernel_durations_us,is_async,is_remote,is_legacy,is_user_annotation,flops,cpu_memory_usage,self_cpu_memory_usage,device_memory_usage,self_device_memory_usage,input_shapes,concrete_inputs,kwinputs,stack,metadata_json
0,1,sdxl_turbo_run,,sdxl_turbo_run,273.092,504493.053,504219.961,90550.23399999714,504219.961,0.0,26623.119999996547,1,0,CPU,1161124,1161124,-1,-1,7,0,,6204,0,[],[],False,False,False,True,0,8,-211312,8522240,-1299503616,[[]],[null],{},[],"{""user_annotation_args"": ""sample_step=0 phase=text_to_image component=sdxl_pipeline device=cuda:0 fusion=none""}"
1,2,aten::empty,,aten::empty,8389.637,8412.65,23.01299999999901,23.01299999999901,23.01299999999901,0,0,1,0,CPU,1161124,1161124,-1,-1,0,1,1,0,0,[],[],False,False,False,False,0,616,616,0,0,"[[],[],[],[],[],[]]","[[1,77],4,0,null,false,null]",{},[],
2,3,aten::to,,aten::to,8435.412,8445.221,9.808999999999287,9.808999999999287,9.808999999999287,0,0,1,0,CPU,1161124,1161124,-1,-1,0,1,1,0,0,[],[],False,False,False,False,0,0,0,0,0,"[[1,77],[],[],[],[],[]]","[null,null,4,false,false,null]",{},[],
3,4,aten::lift_fresh,,aten::lift_fresh,8452.975,8458.355,5.3799999999992,5.3799999999992,5.3799999999992,0,0,1,0,CPU,1161124,1161124,-1,-1,0,1,1,0,0,[],[],False,False,False,False,0,0,0,0,0,"[[1,77]]",[null],{},[],
4,5,aten::detach_,,aten::detach_,8461.922,8473.033,11.110999999998967,7.644999999998618,11.110999999998967,0,0,1,0,CPU,1161124,1161124,-1,-1,0,1,1,1,0,[],[],False,False,False,False,0,0,0,0,0,"[[1,77]]",[null],{},[],
5,6,detach_,,detach_,8464.577,8468.043,3.4660000000003492,3.4660000000003492,3.4660000000003492,0,0,1,0,CPU,1161124,1161124,-1,-1,0,2,5,0,0,[],[],False,False,False,False,0,0,0,0,0,"[[1,77]]",[null],{},[],
6,7,aten::empty,,aten::empty,8485.947,8492.669,6.721999999999753,6.721999999999753,6.721999999999753,0,0,1,0,CPU,1161124,1161124,-1,-1,0,1,1,0,0,[],[],False,False,False,False,0,616,616,0,0,"[[],[],[],[],[],[]]","[[1,77],4,0,null,false,null]",{},[],
7,8,aten::to,,aten::to,8499.572,8505.003,5.431000000000495,5.431000000000495,5.431000000000495,0,0,1,0,CPU,1161124,1161124,-1,-1,0,1,1,0,0,[],[],False,False,False,False,0,0,0,0,0,"[[1,77],[],[],[],[],[]]","[null,null,4,false,false,null]",{},[],
8,9,aten::lift_fresh,,aten::lift_fresh,8507.327,8536.301,28.97400000000016,28.97400000000016,28.97400000000016,0,0,1,0,CPU,1161124,1161124,-1,-1,0,1,1,0,0,[],[],False,False,False,False,0,0,0,0,0,"[[1,77]]",[null],{},[],
9,10,aten::detach_,,aten::detach_,8538.936,8547.001,8.06500000000051,5.971000000001368,8.06500000000051,0,0,1,0,CPU,1161124,1161124,-1,-1,0,1,1,1,0,[],[],False,False,False,False,0,0,0,0,0,"[[1,77]]",[null],{},[],
10,11,detach_,,detach_,8541.1,8543.194,2.0939999999991414,2.0939999999991414,2.0939999999991414,0,0,1,0,CPU,1161124,1161124,-1,-1,0,2,10,0,0,[],[],False,False,False,False,0,0,0,0,0,"[[1,77]]",[null],{},[],
11,12,aten::empty,,aten::empty,8740.904,8749.96,9.055999999998676,9.055999999998676,9.055999999998676,0,0,1,0,CPU,1161124,1161124,-1,-1,0,1,1,0,0,[],[],False,False,False,False,0,40,40,0,0,"[[],[],[],[],[],[]]","[[1,5],4,0,null,false,null]",{},[],
12,13,aten::to,,aten::to,8754.96,8760.6,5.640000000001237,5.640000000001237,5.640000000001237,0,0,1,0,CPU,1161124,1161124,-1,-1,0,1,1,0,0,[],[],False,False,False,False,0,0,0,0,0,"[[1,5],[],[],[],[],[]]","[null,null,4,false,false,null]",{},[],
13,14,aten::lift_fresh,,aten::lift_fresh,8763.115,8766.872,3.756999999999607,3.756999999999607,3.756999999999607,0,0,1,0,CPU,1161124,1161124,-1,-1,0,1,1,0,0,[],[],False,False,False,False,0,0,0,0,0,"[[1,5]]",[null],{},[],
14,15,aten::detach_,,aten::detach_,8769.146,8776.901,7.7549999999992,5.620999999999185,7.7549999999992,0,0,1,0,CPU,1161124,1161124,-1,-1,0,1,1,1,0,[],[],False,False,False,False,0,0,0,0,0,"[[1,5]]",[null],{},[],
15,16,detach_,,detach_,8771.32,8773.454,2.1340000000000146,2.1340000000000146,2.1340000000000146,0,0,1,0,CPU,1161124,1161124,-1,-1,0,2,15,0,0,[],[],False,False,False,False,0,0,0,0,0,"[[1,5]]",[null],{},[],
16,17,aten::empty,,aten::empty,8784.104,8789.625,5.52100000000064,5.52100000000064,5.52100000000064,0,0,1,0,CPU,1161124,1161124,-1,-1,0,1,1,0,0,[],[],False,False,False,False,0,40,40,0,0,"[[],[],[],[],[],[]]","[[1,5],4,0,null,false,null]",{},[],
17,18,aten::to,,aten::to,8793.111,8808.44,15.328999999999724,15.328999999999724,15.328999999999724,0,0,1,0,CPU,1161124,1161124,-1,-1,0,1,1,0,0,[],[],False,False,False,False,0,0,0,0,0,"[[1,5],[],[],[],[],[]]","[null,null,4,false,false,null]",{},[],
18,19,aten::lift_fresh,,aten::lift_fresh,8810.854,8814.241,3.3870000000006257,3.3870000000006257,3.3870000000006257,0,0,1,0,CPU,1161124,1161124,-1,-1,0,1,1,0,0,[],[],False,False,False,False,0,0,0,0,0,"[[1,5]]",[null],{},[],
19,20,aten::detach_,,aten::detach_,8816.415,8823.328,6.912999999998647,5.068999999999505,6.912999999998647,0,0,1,0,CPU,1161124,1161124,-1,-1,0,1,1,1,0,[],[],False,False,False,False,0,0,0,0,0,"[[1,5]]",[null],{},[],
20,21,detach_,,detach_,8818.358,8820.202,1.8439999999991414,1.8439999999991414,1.8439999999991414,0,0,1,0,CPU,1161124,1161124,-1,-1,0,2,20,0,0,[],[],False,False,False,False,0,0,0,0,0,"[[1,5]]",[null],{},[],
21,22,aten::to,,aten::to,8849.837,9339.913,490.07600000000093,10.488999999999578,490.07600000000093,0.0,0.35200000000077125,1,0,CPU,1161124,1161124,-1,-1,0,1,1,1,0,[],[],False,False,False,False,0,0,0,1024,0,"[[1,77],[],[],[],[],[],[],[]]","[null,4,0,null,null,false,false,null]",{},[],
22,23,aten::_to_copy,,aten::_to_copy,8854.185,9333.772,479.58700000000135,25.018000000001848,479.58700000000135,0.0,0.35200000000077125,1,0,CPU,1161124,1161124,-1,-1,0,2,22,2,0,[],[],False,False,False,False,0,0,0,1024,0,"[[1,77],[],[],[],[],[],[]]","[null,4,0,null,null,false,null]",{},[],
23,24,aten::empty_strided,,aten::empty_strided,8863.032,9224.838,361.8060000000005,361.8060000000005,361.8060000000005,0,0,1,0,CPU,1161124,1161124,-1,-1,0,3,23,0,0,[],[],False,False,False,False,0,0,0,1024,1024,"[[],[],[],[],[],[]]","[[1,77],[77,1],4,0,null,false]",{},[],
24,25,aten::copy_,,aten::copy_,9234.807,9327.57,92.76299999999901,13.243999999996959,92.76299999999901,0.35200000000077125,0.35200000000077125,1,0,CPU,1161124,1161124,-1,-1,0,3,23,3,1,"[""Memcpy HtoD (Pageable -> Device)""]",[0.35200000000077125],False,False,False,False,0,0,0,0,0,"[[1,77],[1,77],[]]","[null,null,false]",{},[],
25,12,cudaStreamIsCapturing,,cudaStreamIsCapturing,9239.576,9241.449,1.8730000000014115,1.8730000000014115,1.8730000000014115,0,0,1,0,CPU,1161124,1161124,-1,-1,0,4,25,0,0,[],[],False,False,False,False,0,0,0,0,0,[],[],{},[],
26,14,cudaMemcpyAsync,,cudaMemcpyAsync,9242.521,9251.799,9.278000000000247,9.278000000000247,9.278000000000247,0,0,1,0,CPU,1161124,1161124,-1,-1,0,4,25,0,0,[],[],False,False,False,False,0,0,0,0,0,[],[],{},[],
27,15,cudaStreamSynchronize,,cudaStreamSynchronize,9252.109,9320.477,68.3680000000004,68.3680000000004,68.3680000000004,0,0,1,0,CPU,1161124,1161124,-1,-1,0,4,25,0,0,[],[],False,False,False,False,0,0,0,0,0,[],[],{},[],
28,1,sdxl_turbo_run,,sdxl_turbo_run,9318.909,503874.844,494555.935,0,0,494555.935,494555.935,1,0,CUDA,0,7,-1,-1,0,0,,0,0,[],[],False,False,False,True,0,0,0,0,0,[],[],{},[],
29,14,Memcpy HtoD (Pageable -> Device),,Memcpy HtoD (Pageable -> Device),9318.909,9319.261,0.35200000000077125,0,0,0.35200000000077125,0.35200000000077125,1,0,CUDA,0,7,-1,-1,0,0,,0,0,[],[],False,False,False,False,0,0,0,0,0,[],[],{},[],
30,26,aten::view,,aten::view,9401.499,9413.842,12.343000000000757,12.343000000000757,12.343000000000757,0,0,1,0,CPU,1161124,1161124,-1,-1,0,1,1,0,0,[],[],False,False,False,False,0,0,0,0,0,"[[1,77],[]]","[null,[-1,77]]",{},[],
31,27,aten::alias,,aten::alias,9438.838,9463.925,25.086999999999534,25.086999999999534,25.086999999999534,0,0,1,0,CPU,1161124,1161124,-1,-1,0,1,1,0,0,[],[],False,False,False,False,0,0,0,0,0,"[[1,77]]",[null],{},[],
32,28,aten::embedding,,aten::embedding,9518.658,16812.444,7293.786,43.3700000000008,7293.786,0.0,9.60000000000582,1,0,CPU,1161124,1161124,-1,-1,0,1,1,3,0,[],[],False,False,False,False,0,0,0,118272,0,"[[49408,768],[1,77],[],[],[]]","[null,null,-1,false,false]",{},[],
33,29,aten::reshape,,aten::reshape,9538.665,9554.214,15.548999999999069,9.387000000000626,15.548999999999069,0,0,1,0,CPU,1161124,1161124,-1,-1,0,2,28,1,0,[],[],False,False,False,False,0,0,0,0,0,"[[1,77],[]]","[null,[-1]]",{},[],
34,30,aten::view,,aten::view,9543.093,9549.255,6.161999999998443,6.161999999998443,6.161999999998443,0,0,1,0,CPU,1161124,1161124,-1,-1,0,3,29,0,0,[],[],False,False,False,False,0,0,0,0,0,"[[1,77],[]]","[null,[-1]]",{},[],
35,31,aten::index_select,,aten::index_select,9564.774,16793.75,7228.976000000001,59.78100000000086,7228.976000000001,0.0,9.60000000000582,1,0,CPU,1161124,1161124,-1,-1,0,2,28,5,0,[],[],False,False,False,False,0,0,0,118272,0,"[[49408,768],[],[77]]","[null,0,null]",{},[],
36,32,aten::empty,,aten::empty,9582.587,9592.245,9.658000000001266,9.658000000001266,9.658000000001266,0,0,1,0,CPU,1161124,1161124,-1,-1,0,3,31,0,0,[],[],False,False,False,False,0,0,0,0,0,"[[],[],[],[],[],[]]","[[0],5,0,null,null,null]",{},[],
37,33,aten::resize_,,aten::resize_,9604.298,9614.727,10.429000000000087,10.429000000000087,10.429000000000087,0,0,1,0,CPU,1161124,1161124,-1,-1,0,3,31,0,0,[],[],False,False,False,False,0,0,0,118272,118272,"[[0],[],[]]","[null,[77,768],null]",{},[],
38,34,aten::view,,aten::view,9623.884,9627.912,4.028000000000247,4.028000000000247,4.028000000000247,0,0,1,0,CPU,1161124,1161124,-1,-1,0,3,31,0,0,[],[],False,False,False,False,0,0,0,0,0,"[[77],[]]","[null,[77,1]]",{},[],
39,35,aten::expand,,aten::expand,9632.28,9651.857,19.576999999999316,12.103000000000975,19.576999999999316,0,0,1,0,CPU,1161124,1161124,-1,-1,0,3,31,1,0,[],[],False,False,False,False,0,0,0,0,0,"[[77,1],[],[]]","[null,[77,768],false]",{},[],
40,36,aten::as_strided,,aten::as_strided,9639.343,9646.817,7.473999999998341,7.473999999998341,7.473999999998341,0,0,1,0,CPU,1161124,1161124,-1,-1,0,4,35,0,0,[],[],False,False,False,False,0,0,0,0,0,"[[77,1],[],[],[]]","[null,[77,768],[1,0],null]",{},[],
41,37,aten::gather,,aten::gather,9660.292,16785.795,7125.502999999999,63.13799999999537,7125.502999999999,2.400000000001455,9.60000000000582,1,0,CPU,1161124,1161124,-1,-1,0,3,31,3,1,"[""void at::native::vectorized_gather_kernel<16, long>(char*, char*, long*, int, long, long, long, long, bool)""]",[2.400000000001455],False,False,False,False,0,0,0,0,0,"[[49408,768],[],[77,768],[],[77,768]]","[null,0,null,false,null]",{},[],
42,38,aten::as_strided,,aten::as_strided,9685.8,9699.486,13.686000000001513,13.686000000001513,13.686000000001513,0,0,1,0,CPU,1161124,1161124,-1,-1,0,4,37,0,0,[],[],False,False,False,False,0,0,0,0,0,"[[77,768],[],[],[]]","[null,[77,768],[768,1],null]",{},[],
43,39,aten::as_strided,,aten::as_strided,9703.082,9707.641,4.558999999999287,4.558999999999287,4.558999999999287,0,0,1,0,CPU,1161124,1161124,-1,-1,0,4,37,0,0,[],[],False,False,False,False,0,0,0,0,0,"[[49408,768],[],[],[]]","[null,[77,768],[0,1],null]",{},[],
44,39,cudaLaunchKernel,,cudaLaunchKernel,9718.121,16762.241,7044.120000000003,2430.795,7044.120000000003,0.0,7.200000000004366,1,0,CPU,1161124,1161124,-1,-1,0,4,37,3,0,[],[],False,False,False,False,0,0,0,0,0,[],[],{},[],
45,37,Runtime Triggered Module Loading,,Runtime Triggered Module Loading,9720.094,9754.789,34.69500000000153,34.69500000000153,34.69500000000153,2.400000000001455,2.400000000001455,1,0,CPU,-1,0,-1,-1,0,5,39,0,1,"[""void at::native::vectorized_gather_kernel<16, long>(char*, char*, long*, int, long, long, long, long, bool)""]",[2.400000000001455],False,False,False,False,0,0,0,0,0,[],[],{},[],
46,37,Runtime Triggered Module Loading,,Runtime Triggered Module Loading,9759.107,14327.208,4568.101000000001,4568.101000000001,4568.101000000001,2.400000000001455,2.400000000001455,1,0,CPU,-1,0,-1,-1,0,5,39,0,1,"[""void at::native::vectorized_gather_kernel<16, long>(char*, char*, long*, int, long, long, long, long, bool)""]",[2.400000000001455],False,False,False,False,0,0,0,0,0,[],[],{},[],
47,37,Lazy Function Loading,,Lazy Function Loading,14329.252,14339.781,10.529000000000451,10.529000000000451,10.529000000000451,2.400000000001455,2.400000000001455,1,0,CPU,-1,0,-1,-1,0,5,39,0,1,"[""void at::native::vectorized_gather_kernel<16, long>(char*, char*, long*, int, long, long, long, long, bool)""]",[2.400000000001455],False,False,False,False,0,0,0,0,0,[],[],{},[],
48,40,aten::view,,aten::view,16800.101,16805.992,5.890999999999622,5.890999999999622,5.890999999999622,0,0,1,0,CPU,1161124,1161124,-1,-1,0,2,28,0,0,[],[],False,False,False,False,0,0,0,0,0,"[[77,768],[]]","[null,[1,77,768]]",{},[],
49,39,"void at::native::vectorized_gather_kernel<16, long>(char*, char*, long*, int, long, long, long, long, bool)",,"void at::native::vectorized_gather_kernel<16, long>(char*, char*, long*, int, long, long, long, long, bool)",16817.317,16819.717,2.400000000001455,0,0,2.400000000001455,2.400000000001455,1,0,CUDA,0,7,-1,-1,0,0,,0,0,[],[],False,False,False,False,0,0,0,0,0,[],[],{},[],
50,41,aten::embedding,,aten::embedding,16839.225,16989.075,149.85000000000218,16.241000000001804,149.85000000000218,0.0,2.175999999999476,1,0,CPU,1161124,1161124,-1,-1,0,1,1,3,0,[],[],False,False,False,False,0,0,0,118272,0,"[[77,768],[1,77],[],[],[]]","[null,null,-1,false,false]",{},[],
51,42,aten::reshape,,aten::reshape,16843.553,16855.515,11.961999999999534,7.07300000000032,11.961999999999534,0,0,1,0,CPU,1161124,1161124,-1,-1,0,2,41,1,0,[],[],False,False,False,False,0,0,0,0,0,"[[1,77],[]]","[null,[-1]]",{},[],
52,43,aten::view,,aten::view,16846.508,16851.397,4.888999999999214,4.888999999999214,4.888999999999214,0,0,1,0,CPU,1161124,1161124,-1,-1,0,3,42,0,0,[],[],False,False,False,False,0,0,0,0,0,"[[1,77],[]]","[null,[-1]]",{},[],
53,44,aten::index_select,,aten::index_select,16859.292,16976.611,117.3189999999995,34.16400000000067,117.3189999999995,0.0,2.175999999999476,1,0,CPU,1161124,1161124,-1,-1,0,2,41,5,0,[],[],False,False,False,False,0,0,0,118272,0,"[[77,768],[],[77]]","[null,0,null]",{},[],
54,45,aten::empty,,aten::empty,16863.33,16885.12,21.789999999997235,21.789999999997235,21.789999999997235,0,0,1,0,CPU,1161124,1161124,-1,-1,0,3,44,0,0,[],[],False,False,False,False,0,0,0,0,0,"[[],[],[],[],[],[]]","[[0],5,0,null,null,null]",{},[],
55,46,aten::resize_,,aten::resize_,16890.21,16898.535,8.325000000000728,8.325000000000728,8.325000000000728,0,0,1,0,CPU,1161124,1161124,-1,-1,0,3,44,0,0,[],[],False,False,False,False,0,0,0,118272,118272,"[[0],[],[]]","[null,[77,768],null]",{},[],
56,47,aten::view,,aten::view,16902.733,16906.901,4.168000000001484,4.168000000001484,4.168000000001484,0,0,1,0,CPU,1161124,1161124,-1,-1,0,3,44,0,0,[],[],False,False,False,False,0,0,0,0,0,"[[77],[]]","[null,[77,1]]",{},[],
57,48,aten::expand,,aten::expand,16910.247,16924.614,14.367000000002008,9.0370000000039,14.367000000002008,0,0,1,0,CPU,1161124,1161124,-1,-1,0,3,44,1,0,[],[],False,False,False,False,0,0,0,0,0,"[[77,1],[],[]]","[null,[77,768],false]",{},[],
58,49,aten::as_strided,,aten::as_strided,16914.866,16920.196,5.329999999998108,5.329999999998108,5.329999999998108,0,0,1,0,CPU,1161124,1161124,-1,-1,0,4,48,0,0,[],[],False,False,False,False,0,0,0,0,0,"[[77,1],[],[],[]]","[null,[77,768],[1,0],null]",{},[],
59,50,aten::gather,,aten::gather,16928.882,16963.387,34.50499999999738,18.19499999999607,34.50499999999738,2.175999999999476,2.175999999999476,1,0,CPU,1161124,1161124,-1,-1,0,3,44,3,1,"[""void at::native::vectorized_gather_kernel<16, long>(char*, char*, long*, int, long, long, long, long, bool)""]",[2.175999999999476],False,False,False,False,0,0,0,0,0,"[[77,768],[],[77,768],[],[77,768]]","[null,0,null,false,null]",{},[],
60,51,aten::as_strided,,aten::as_strided,16933.912,16938.48,4.5679999999993015,4.5679999999993015,4.5679999999993015,0,0,1,0,CPU,1161124,1161124,-1,-1,0,4,50,0,0,[],[],False,False,False,False,0,0,0,0,0,"[[77,768],[],[],[]]","[null,[77,768],[768,1],null]",{},[],
61,52,aten::as_strided,,aten::as_strided,16941.466,16945.684,4.218000000000757,4.218000000000757,4.218000000000757,0,0,1,0,CPU,1161124,1161124,-1,-1,0,4,50,0,0,[],[],False,False,False,False,0,0,0,0,0,"[[77,768],[],[],[]]","[null,[77,768],[0,1],null]",{},[],
62,63,cudaLaunchKernel,,cudaLaunchKernel,16949.641,16957.165,7.5240000000012515,7.5240000000012515,7.5240000000012515,0,0,1,0,CPU,1161124,1161124,-1,-1,0,4,50,0,0,[],[],False,False,False,False,0,0,0,0,0,[],[],{},[],
63,63,"void at::native::vectorized_gather_kernel<16, long>(char*, char*, long*, int, long, long, long, long, bool)",,"void at::native::vectorized_gather_kernel<16, long>(char*, char*, long*, int, long, long, long, long, bool)",16958.246,16960.422,2.175999999999476,0,0,2.175999999999476,2.175999999999476,1,0,CUDA,0,7,-1,-1,0,0,,0,0,[],[],False,False,False,False,0,0,0,0,0,[],[],{},[],
64,53,aten::view,,aten::view,16979.697,16984.025,4.328000000001339,4.328000000001339,4.328000000001339,0,0,1,0,CPU,1161124,1161124,-1,-1,0,2,41,0,0,[],[],False,False,False,False,0,0,0,0,0,"[[77,768],[]]","[null,[1,77,768]]",{},[],
65,54,aten::add,,aten::add,17017.237,18955.682,1938.4449999999997,50.736000000000786,1938.4449999999997,1.5680000000029395,6.272000000011758,1,0,CPU,1161124,1161124,-1,-1,0,1,1,1,1,"[""void at::native::vectorized_elementwise_kernel<4, at::native::CUDAFunctor_add<c10::Half>, std::array<char*, 3ul> >(int, at::native::CUDAFunctor_add<c10::Half>, std::array<char*, 3ul>)""]",[1.5680000000029395],False,False,False,False,0,0,0,118272,118272,"[[1,77,768],[1,77,768],[]]","[null,null,1]",{},[],
66,75,cudaLaunchKernel,,cudaLaunchKernel,17054.417,18942.126,1887.708999999999,10.248999999999796,1887.708999999999,0.0,4.7040000000088185,1,0,CPU,1161124,1161124,-1,-1,0,2,54,3,0,[],[],False,False,False,False,0,0,0,0,0,[],[],{},[],
67,54,Runtime Triggered Module Loading,,Runtime Triggered Module Loading,17055.719,18394.442,1338.7229999999981,1338.7229999999981,1338.7229999999981,1.5680000000029395,1.5680000000029395,1,0,CPU,-1,0,-1,-1,0,3,75,0,1,"[""void at::native::vectorized_elementwise_kernel<4, at::native::CUDAFunctor_add<c10::Half>, std::array<char*, 3ul> >(int, at::native::CUDAFunctor_add<c10::Half>, std::array<char*, 3ul>)""]",[1.5680000000029395],False,False,False,False,0,0,0,0,0,[],[],{},[],
68,54,Runtime Triggered Module Loading,,Runtime Triggered Module Loading,18395.404,18925.986,530.5820000000022,530.5820000000022,530.5820000000022,1.5680000000029395,1.5680000000029395,1,0,CPU,-1,0,-1,-1,0,3,75,0,1,"[""void at::native::vectorized_elementwise_kernel<4, at::native::CUDAFunctor_add<c10::Half>, std::array<char*, 3ul> >(int, at::native::CUDAFunctor_add<c10::Half>, std::array<char*, 3ul>)""]",[1.5680000000029395],False,False,False,False,0,0,0,0,0,[],[],{},[],
69,54,Lazy Function Loading,,Lazy Function Loading,18927.339,18935.494,8.154999999998836,8.154999999998836,8.154999999998836,1.5680000000029395,1.5680000000029395,1,0,CPU,-1,0,-1,-1,0,3,75,0,1,"[""void at::native::vectorized_elementwise_kernel<4, at::native::CUDAFunctor_add<c10::Half>, std::array<char*, 3ul> >(int, at::native::CUDAFunctor_add<c10::Half>, std::array<char*, 3ul>)""]",[1.5680000000029395],False,False,False,False,0,0,0,0,0,[],[],{},[],
70,75,"void at::native::vectorized_elementwise_kernel<4, at::native::CUDAFunctor_add<c10::Half>, std::array<char*, 3ul> >(int, at::native::CUDAFunctor_add<c10::Half>, std::array<char*, 3ul>)",,"void at::native::vectorized_elementwise_kernel<4, at::native::CUDAFunctor_add<c10::Half>, std::array<char*, 3ul> >(int, at::native::CUDAFunctor_add<c10::Half>, std::array<char*, 3ul>)",18943.152,18944.72,1.5680000000029395,0,0,1.5680000000029395,1.5680000000029395,1,0,CUDA,0,7,-1,-1,0,0,,0,0,[],[],False,False,False,False,0,0,0,0,0,[],[],{},[],
71,55,aten::full,,aten::full,19017.136,20490.671,1473.5349999999999,15.599000000001979,1473.5349999999999,0.0,4.351999999998952,1,0,CPU,1161124,1161124,-1,-1,0,1,1,2,0,[],[],False,False,False,False,0,0,0,24064,0,"[[],[],[],[],[],[]]","[[77,77],-65504.0,null,null,null,false]",{},[],
72,56,aten::empty,,aten::empty,19021.845,19042.394,20.54899999999907,20.54899999999907,20.54899999999907,0,0,1,0,CPU,1161124,1161124,-1,-1,0,2,55,0,0,[],[],False,False,False,False,0,0,0,24064,24064,"[[],[],[],[],[],[]]","[[77,77],6,null,null,false,null]",{},[],
73,57,aten::fill_,,aten::fill_,19046.311,20483.698,1437.3869999999988,34.824000000000524,1437.3869999999988,1.087999999999738,4.351999999998952,1,0,CPU,1161124,1161124,-1,-1,0,2,55,1,1,"[""void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<float>, std::array<char*, 1ul> >(int, at::native::FillFunctor<float>, std::array<char*, 1ul>)""]",[1.087999999999738],False,False,False,False,0,0,0,0,0,"[[77,77],[]]","[null,-65504.0]",{},[],
74,88,cudaLaunchKernel,,cudaLaunchKernel,19069.003,20471.566,1402.5629999999983,10.209999999999127,1402.5629999999983,0.0,3.263999999999214,1,0,CPU,1161124,1161124,-1,-1,0,3,57,3,0,[],[],False,False,False,False,0,0,0,0,0,[],[],{},[],
75,57,Runtime Triggered Module Loading,,Runtime Triggered Module Loading,19070.366,20159.562,1089.196,1089.196,1089.196,1.087999999999738,1.087999999999738,1,0,CPU,-1,0,-1,-1,0,4,88,0,1,"[""void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<float>, std::array<char*, 1ul> >(int, at::native::FillFunctor<float>, std::array<char*, 1ul>)""]",[1.087999999999738],False,False,False,False,0,0,0,0,0,[],[],{},[],
76,57,Runtime Triggered Module Loading,,Runtime Triggered Module Loading,20160.434,20457.209,296.7749999999978,296.7749999999978,296.7749999999978,1.087999999999738,1.087999999999738,1,0,CPU,-1,0,-1,-1,0,4,88,0,1,"[""void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<float>, std::array<char*, 1ul> >(int, at::native::FillFunctor<float>, std::array<char*, 1ul>)""]",[1.087999999999738],False,False,False,False,0,0,0,0,0,[],[],{},[],
77,57,Lazy Function Loading,,Lazy Function Loading,20458.301,20464.683,6.382000000001426,6.382000000001426,6.382000000001426,1.087999999999738,1.087999999999738,1,0,CPU,-1,0,-1,-1,0,4,88,0,1,"[""void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<float>, std::array<char*, 1ul> >(int, at::native::FillFunctor<float>, std::array<char*, 1ul>)""]",[1.087999999999738],False,False,False,False,0,0,0,0,0,[],[],{},[],
78,88,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<float>, std::array<char*, 1ul> >(int, at::native::FillFunctor<float>, std::array<char*, 1ul>)",,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<float>, std::array<char*, 1ul> >(int, at::native::FillFunctor<float>, std::array<char*, 1ul>)",20472.248,20473.336,1.087999999999738,0,0,1.087999999999738,1.087999999999738,1,0,CUDA,0,7,-1,-1,0,0,,0,0,[],[],False,False,False,False,0,0,0,0,0,[],[],{},[],
79,58,aten::arange,,aten::arange,20507.032,21064.414,557.3820000000014,15.708000000005995,557.3820000000014,0.0,3.455999999991036,1,0,CPU,1161124,1161124,-1,-1,0,1,1,2,0,[],[],False,False,False,False,0,0,0,1024,0,"[[],[],[],[],[]]","[77,null,null,null,false]",{},[],
80,59,aten::empty,,aten::empty,20512.542,20521.279,8.736999999997352,8.736999999997352,8.736999999997352,0,0,1,0,CPU,1161124,1161124,-1,-1,0,2,58,0,0,[],[],False,False,False,False,0,0,0,0,0,"[[],[],[],[],[],[]]","[[0],4,null,null,false,null]",{},[],
81,60,aten::arange,,aten::arange,20524.775,21057.712,532.9369999999981,37.11000000000058,532.9369999999981,0.863999999997759,3.455999999991036,1,0,CPU,1161124,1161124,-1,-1,0,2,58,2,1,"[""void (anonymous namespace)::elementwise_kernel_with_index<int, at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}>(int, at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}, function_traits<at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}>::result_type*)""]",[0.863999999997759],False,False,False,False,0,0,0,1024,0,"[[],[],[],[0]]","[0,77,1,null]",{},[],
82,61,aten::resize_,,aten::resize_,20542.969,20565.622,22.65299999999843,22.65299999999843,22.65299999999843,0,0,1,0,CPU,1161124,1161124,-1,-1,0,3,60,0,0,[],[],False,False,False,False,0,0,0,1024,1024,"[[0],[],[]]","[null,[77],null]",{},[],
83,105,cudaLaunchKernel,,cudaLaunchKernel,20572.014,21045.188,473.17399999999907,9.716999999996915,473.17399999999907,0.0,2.591999999993277,1,0,CPU,1161124,1161124,-1,-1,0,3,60,3,0,[],[],False,False,False,False,0,0,0,0,0,[],[],{},[],
