step,node_id,node_n,node_name,op_name,node_kind,resource_kind,resource_id,runtime_role,device_type,device_index,thread_id,stream_id,start_ns,end_ns,duration_ns,correlation_id,linked_correlation_id,rf_id,kernel_file,has_tensor_io,compiled_graph_id,compiled_launch_id
0,k0,0,aten::empty,aten::empty,cpu_leaf,cpu_thread,1,cpu_leaf,CPU,2085893,1,2085893,445470,476889,31419,2,0,2,,1,,-1
0,k1,1,aten::to,aten::to,cpu_leaf,cpu_thread,1,cpu_leaf,CPU,2085893,1,2085893,516783,529938,13155,3,0,3,,1,,-1
0,k2,2,aten::lift_fresh,aten::lift_fresh,cpu_leaf,cpu_thread,1,cpu_leaf,CPU,2085893,1,2085893,541059,548763,7704,4,0,4,,1,,-1
0,k3,3,detach_,detach_,cpu_leaf,cpu_thread,1,cpu_leaf,CPU,2085893,1,2085893,559142,563470,4328,6,0,6,,1,,-1
0,k4,4,aten::empty,aten::empty,cpu_leaf,cpu_thread,1,cpu_leaf,CPU,2085893,1,2085893,590030,602383,12353,7,0,7,,1,,-1
0,k5,5,aten::to,aten::to,cpu_leaf,cpu_thread,1,cpu_leaf,CPU,2085893,1,2085893,610228,619415,9187,8,0,8,,1,,-1
0,k6,6,aten::lift_fresh,aten::lift_fresh,cpu_leaf,cpu_thread,1,cpu_leaf,CPU,2085893,1,2085893,624144,681361,57217,9,0,9,,1,,-1
0,k7,7,detach_,detach_,cpu_leaf,cpu_thread,1,cpu_leaf,CPU,2085893,1,2085893,697471,702270,4799,11,0,11,,1,,-1
0,k8,8,aten::empty_strided,aten::empty_strided,cpu_leaf,cpu_thread,1,cpu_leaf,CPU,2085893,1,2085893,762352,2334472,1572120,14,0,14,,1,,-1
0,k9,9,cudaStreamIsCapturing,cudaStreamIsCapturing,cpu_leaf,cpu_thread,1,cpu_leaf,CPU,2085893,1,2085893,2344982,2346104,1122,12,15,,,0,,-1
0,k10,10,cudaMemcpyAsync,cudaMemcpyAsync,cpu_leaf,cpu_thread,1,submit,CPU,2085893,1,2085893,2346725,2355582,8857,14,15,,,0,,-1
0,k11,11,cudaStreamSynchronize,cudaStreamSynchronize,cpu_leaf,cpu_thread,1,wait,CPU,2085893,1,2085893,2355862,2366703,10841,15,15,,,0,,-1
0,k12,12,Memcpy HtoD (Pageable -> Device),Memcpy HtoD (Pageable -> Device),gpu_runtime,gpu_stream,7,gpu_runtime,CUDA,0,1,7,2364788,2365140,352,14,15,15,,1,,-1
0,k13,13,TorchDynamo Cache Lookup,TorchDynamo Cache Lookup,cpu_leaf,cpu_thread,1,cpu_leaf,CPU,2085893,1,2085893,2472941,2584830,111889,16,0,16,,1,,-1
0,k14,14,aten::empty,aten::empty,cpu_leaf,cpu_thread,1,cpu_leaf,CPU,2085893,1,2085893,2616490,2626198,9708,19,0,19,,1,,-1
0,k15,15,aten::to,aten::to,cpu_leaf,cpu_thread,1,cpu_leaf,CPU,2085893,1,2085893,2629765,2655613,25848,20,0,20,,1,,-1
0,k16,16,aten::lift_fresh,aten::lift_fresh,cpu_leaf,cpu_thread,1,cpu_leaf,CPU,2085893,1,2085893,2657847,2661654,3807,21,0,21,,1,,-1
0,k17,17,aten::empty,aten::empty,cpu_leaf,cpu_thread,1,cpu_leaf,CPU,2085893,1,2085893,2669459,2675730,6271,22,0,22,,1,,-1
0,k18,18,aten::to,aten::to,cpu_leaf,cpu_thread,1,cpu_leaf,CPU,2085893,1,2085893,2677915,2682403,4488,23,0,23,,1,,-1
0,k19,19,aten::lift_fresh,aten::lift_fresh,cpu_leaf,cpu_thread,1,cpu_leaf,CPU,2085893,1,2085893,2683635,2686982,3347,24,0,24,,1,,-1
0,k20,20,aten::empty,aten::empty,cpu_leaf,cpu_thread,1,cpu_leaf,CPU,2085893,1,2085893,2692752,2697641,4889,25,0,25,,1,,-1
0,k21,21,aten::to,aten::to,cpu_leaf,cpu_thread,1,cpu_leaf,CPU,2085893,1,2085893,2699515,2703703,4188,26,0,26,,1,,-1
0,k22,22,aten::lift_fresh,aten::lift_fresh,cpu_leaf,cpu_thread,1,cpu_leaf,CPU,2085893,1,2085893,2704845,2707750,2905,27,0,27,,1,,-1
0,k23,23,aten::empty,aten::empty,cpu_leaf,cpu_thread,1,cpu_leaf,CPU,2085893,1,2085893,2712058,2716637,4579,28,0,28,,1,,-1
0,k24,24,aten::to,aten::to,cpu_leaf,cpu_thread,1,cpu_leaf,CPU,2085893,1,2085893,2718460,2729842,11382,29,0,29,,1,,-1
0,k25,25,aten::lift_fresh,aten::lift_fresh,cpu_leaf,cpu_thread,1,cpu_leaf,CPU,2085893,1,2085893,2731134,2734150,3016,30,0,30,,1,,-1
0,k26,26,aten::empty,aten::empty,cpu_leaf,cpu_thread,1,cpu_leaf,CPU,2085893,1,2085893,2738808,2743627,4819,31,0,31,,1,,-1
0,k27,27,aten::to,aten::to,cpu_leaf,cpu_thread,1,cpu_leaf,CPU,2085893,1,2085893,2745531,2749468,3937,32,0,32,,1,,-1
0,k28,28,aten::lift_fresh,aten::lift_fresh,cpu_leaf,cpu_thread,1,cpu_leaf,CPU,2085893,1,2085893,2750611,2753766,3155,33,0,33,,1,,-1
0,k29,29,aten::empty,aten::empty,cpu_leaf,cpu_thread,1,cpu_leaf,CPU,2085893,1,2085893,2757954,2762763,4809,34,0,34,,1,,-1
0,k30,30,aten::to,aten::to,cpu_leaf,cpu_thread,1,cpu_leaf,CPU,2085893,1,2085893,2764857,2768865,4008,35,0,35,,1,,-1
0,k31,31,aten::lift_fresh,aten::lift_fresh,cpu_leaf,cpu_thread,1,cpu_leaf,CPU,2085893,1,2085893,2770037,2772962,2925,36,0,36,,1,,-1
0,k32,32,aten::empty,aten::empty,cpu_leaf,cpu_thread,1,cpu_leaf,CPU,2085893,1,2085893,2777280,2781899,4619,37,0,37,,1,,-1
0,k33,33,aten::to,aten::to,cpu_leaf,cpu_thread,1,cpu_leaf,CPU,2085893,1,2085893,2783803,2795665,11862,38,0,38,,1,,-1
0,k34,34,aten::lift_fresh,aten::lift_fresh,cpu_leaf,cpu_thread,1,cpu_leaf,CPU,2085893,1,2085893,2796937,2799873,2936,39,0,39,,1,,-1
0,k35,35,aten::empty,aten::empty,cpu_leaf,cpu_thread,1,cpu_leaf,CPU,2085893,1,2085893,2804561,2809220,4659,40,0,40,,1,,-1
0,k36,36,aten::to,aten::to,cpu_leaf,cpu_thread,1,cpu_leaf,CPU,2085893,1,2085893,2811114,2815141,4027,41,0,41,,1,,-1
0,k37,37,aten::lift_fresh,aten::lift_fresh,cpu_leaf,cpu_thread,1,cpu_leaf,CPU,2085893,1,2085893,2816233,2819259,3026,42,0,42,,1,,-1
0,k38,38,aten::empty,aten::empty,cpu_leaf,cpu_thread,1,cpu_leaf,CPU,2085893,1,2085893,2823326,2827715,4389,43,0,43,,1,,-1
0,k39,39,aten::to,aten::to,cpu_leaf,cpu_thread,1,cpu_leaf,CPU,2085893,1,2085893,2829618,2833465,3847,44,0,44,,1,,-1
0,k40,40,aten::lift_fresh,aten::lift_fresh,cpu_leaf,cpu_thread,1,cpu_leaf,CPU,2085893,1,2085893,2834568,2837313,2745,45,0,45,,1,,-1
0,k41,41,aten::empty,aten::empty,cpu_leaf,cpu_thread,1,cpu_leaf,CPU,2085893,1,2085893,2841340,2845768,4428,46,0,46,,1,,-1
0,k42,42,aten::to,aten::to,cpu_leaf,cpu_thread,1,cpu_leaf,CPU,2085893,1,2085893,2847632,2859534,11902,47,0,47,,1,,-1
0,k43,43,aten::lift_fresh,aten::lift_fresh,cpu_leaf,cpu_thread,1,cpu_leaf,CPU,2085893,1,2085893,2860807,2863782,2975,48,0,48,,1,,-1
0,k44,44,aten::empty,aten::empty,cpu_leaf,cpu_thread,1,cpu_leaf,CPU,2085893,1,2085893,2868731,2873450,4719,49,0,49,,1,,-1
0,k45,45,aten::to,aten::to,cpu_leaf,cpu_thread,1,cpu_leaf,CPU,2085893,1,2085893,2875364,2879361,3997,50,0,50,,1,,-1
0,k46,46,aten::lift_fresh,aten::lift_fresh,cpu_leaf,cpu_thread,1,cpu_leaf,CPU,2085893,1,2085893,2880453,2883339,2886,51,0,51,,1,,-1
0,k47,47,aten::empty,aten::empty,cpu_leaf,cpu_thread,1,cpu_leaf,CPU,2085893,1,2085893,2887517,2891905,4388,52,0,52,,1,,-1
0,k48,48,aten::to,aten::to,cpu_leaf,cpu_thread,1,cpu_leaf,CPU,2085893,1,2085893,2893758,2897515,3757,53,0,53,,1,,-1
0,k49,49,aten::lift_fresh,aten::lift_fresh,cpu_leaf,cpu_thread,1,cpu_leaf,CPU,2085893,1,2085893,2898617,2901503,2886,54,0,54,,1,,-1
0,k50,50,aten::empty,aten::empty,cpu_leaf,cpu_thread,1,cpu_leaf,CPU,2085893,1,2085893,2905580,2910049,4469,55,0,55,,1,,-1
0,k51,51,aten::to,aten::to,cpu_leaf,cpu_thread,1,cpu_leaf,CPU,2085893,1,2085893,2911992,2922091,10099,56,0,56,,1,,-1
0,k52,52,aten::lift_fresh,aten::lift_fresh,cpu_leaf,cpu_thread,1,cpu_leaf,CPU,2085893,1,2085893,2923313,2926359,3046,57,0,57,,1,,-1
0,k53,53,aten::empty,aten::empty,cpu_leaf,cpu_thread,1,cpu_leaf,CPU,2085893,1,2085893,2930667,2935717,5050,58,0,58,,1,,-1
0,k54,54,aten::to,aten::to,cpu_leaf,cpu_thread,1,cpu_leaf,CPU,2085893,1,2085893,2937620,2941487,3867,59,0,59,,1,,-1
0,k55,55,aten::lift_fresh,aten::lift_fresh,cpu_leaf,cpu_thread,1,cpu_leaf,CPU,2085893,1,2085893,2942600,2945505,2905,60,0,60,,1,,-1
0,k56,56,aten::empty,aten::empty,cpu_leaf,cpu_thread,1,cpu_leaf,CPU,2085893,1,2085893,2949603,2954241,4638,61,0,61,,1,,-1
0,k57,57,aten::to,aten::to,cpu_leaf,cpu_thread,1,cpu_leaf,CPU,2085893,1,2085893,2956085,2960263,4178,62,0,62,,1,,-1
0,k58,58,aten::lift_fresh,aten::lift_fresh,cpu_leaf,cpu_thread,1,cpu_leaf,CPU,2085893,1,2085893,2961405,2964460,3055,63,0,63,,1,,-1
0,k59,59,aten::empty,aten::empty,cpu_leaf,cpu_thread,1,cpu_leaf,CPU,2085893,1,2085893,2968488,2973117,4629,64,0,64,,1,,-1
0,k60,60,aten::to,aten::to,cpu_leaf,cpu_thread,1,cpu_leaf,CPU,2085893,1,2085893,2974980,2985189,10209,65,0,65,,1,,-1
0,k61,61,aten::lift_fresh,aten::lift_fresh,cpu_leaf,cpu_thread,1,cpu_leaf,CPU,2085893,1,2085893,2986432,2989357,2925,66,0,66,,1,,-1
0,k62,62,aten::empty,aten::empty,cpu_leaf,cpu_thread,1,cpu_leaf,CPU,2085893,1,2085893,2993635,2998404,4769,67,0,67,,1,,-1
0,k63,63,aten::to,aten::to,cpu_leaf,cpu_thread,1,cpu_leaf,CPU,2085893,1,2085893,3000718,3008322,7604,68,0,68,,1,,-1
0,k64,64,aten::lift_fresh,aten::lift_fresh,cpu_leaf,cpu_thread,1,cpu_leaf,CPU,2085893,1,2085893,3009465,3012450,2985,69,0,69,,1,,-1
0,k65,65,aten::empty,aten::empty,cpu_leaf,cpu_thread,1,cpu_leaf,CPU,2085893,1,2085893,3016438,3021197,4759,70,0,70,,1,,-1
0,k66,66,aten::to,aten::to,cpu_leaf,cpu_thread,1,cpu_leaf,CPU,2085893,1,2085893,3023060,3027088,4028,71,0,71,,1,,-1
0,k67,67,aten::lift_fresh,aten::lift_fresh,cpu_leaf,cpu_thread,1,cpu_leaf,CPU,2085893,1,2085893,3028190,3030975,2785,72,0,72,,1,,-1
0,k68,68,aten::empty,aten::empty,cpu_leaf,cpu_thread,1,cpu_leaf,CPU,2085893,1,2085893,3034922,3039511,4589,73,0,73,,1,,-1
0,k69,69,aten::to,aten::to,cpu_leaf,cpu_thread,1,cpu_leaf,CPU,2085893,1,2085893,3041364,3051734,10370,74,0,74,,1,,-1
0,k70,70,aten::lift_fresh,aten::lift_fresh,cpu_leaf,cpu_thread,1,cpu_leaf,CPU,2085893,1,2085893,3053016,3055841,2825,75,0,75,,1,,-1
0,k71,71,aten::empty,aten::empty,cpu_leaf,cpu_thread,1,cpu_leaf,CPU,2085893,1,2085893,3060079,3064738,4659,76,0,76,,1,,-1
0,k72,72,aten::to,aten::to,cpu_leaf,cpu_thread,1,cpu_leaf,CPU,2085893,1,2085893,3066611,3070489,3878,77,0,77,,1,,-1
0,k73,73,aten::lift_fresh,aten::lift_fresh,cpu_leaf,cpu_thread,1,cpu_leaf,CPU,2085893,1,2085893,3071591,3074566,2975,78,0,78,,1,,-1
0,k74,74,aten::empty,aten::empty,cpu_leaf,cpu_thread,1,cpu_leaf,CPU,2085893,1,2085893,3078614,3083072,4458,79,0,79,,1,,-1
0,k75,75,aten::to,aten::to,cpu_leaf,cpu_thread,1,cpu_leaf,CPU,2085893,1,2085893,3084956,3088833,3877,80,0,80,,1,,-1
0,k76,76,aten::lift_fresh,aten::lift_fresh,cpu_leaf,cpu_thread,1,cpu_leaf,CPU,2085893,1,2085893,3089945,3092710,2765,81,0,81,,1,,-1
0,k77,77,aten::empty,aten::empty,cpu_leaf,cpu_thread,1,cpu_leaf,CPU,2085893,1,2085893,3096848,3101336,4488,82,0,82,,1,,-1
0,k78,78,aten::to,aten::to,cpu_leaf,cpu_thread,1,cpu_leaf,CPU,2085893,1,2085893,3103240,3114982,11742,83,0,83,,1,,-1
0,k79,79,aten::lift_fresh,aten::lift_fresh,cpu_leaf,cpu_thread,1,cpu_leaf,CPU,2085893,1,2085893,3116184,3119210,3026,84,0,84,,1,,-1
0,k80,80,aten::empty,aten::empty,cpu_leaf,cpu_thread,1,cpu_leaf,CPU,2085893,1,2085893,3123398,3127876,4478,85,0,85,,1,,-1
0,k81,81,aten::to,aten::to,cpu_leaf,cpu_thread,1,cpu_leaf,CPU,2085893,1,2085893,3129770,3133667,3897,86,0,86,,1,,-1
0,k82,82,aten::lift_fresh,aten::lift_fresh,cpu_leaf,cpu_thread,1,cpu_leaf,CPU,2085893,1,2085893,3134779,3137714,2935,87,0,87,,1,,-1
0,k83,83,aten::empty,aten::empty,cpu_leaf,cpu_thread,1,cpu_leaf,CPU,2085893,1,2085893,3141692,3146240,4548,88,0,88,,1,,-1
0,k84,84,aten::to,aten::to,cpu_leaf,cpu_thread,1,cpu_leaf,CPU,2085893,1,2085893,3148144,3152141,3997,89,0,89,,1,,-1
0,k85,85,aten::lift_fresh,aten::lift_fresh,cpu_leaf,cpu_thread,1,cpu_leaf,CPU,2085893,1,2085893,3153274,3156179,2905,90,0,90,,1,,-1
